NEWgene	NEWtag	refgene	reftag	oldtag
lcl|AP027149.1_cds_BDV36927.1_180	DSM21852_01800	NZ_CP019948.1_cds_WP_085771099.1_1564	B1812_RS08090	B1812_08125
lcl|AP027149.1_cds_BDV36927.1_180	DSM21852_01800	NZ_CP019948.1_cds_WP_085770883.1_1283	B1812_RS06595	B1812_06620
lcl|AP027149.1_cds_BDV36928.1_181	DSM21852_01810	NZ_CP019948.1_cds_WP_158658660.1_1523	B1812_RS07890	B1812_07925
lcl|AP027149.1_cds_BDV36929.1_182	DSM21852_01820	NZ_CP019948.1_cds_WP_085771101.1_1524	B1812_RS07895	B1812_07930
lcl|AP027149.1_cds_BDV36930.1_183	DSM21852_01830	NZ_CP019948.1_cds_WP_245300139.1_1525	B1812_RS07900	B1812_07935
lcl|AP027149.1_cds_BDV36931.1_184	DSM21852_01840	NZ_CP019948.1_cds_WP_085771102.1_1526	B1812_RS07905	B1812_07940
lcl|AP027149.1_cds_BDV36932.1_185	DSM21852_01850	NZ_CP019948.1_cds_WP_085771103.1_1527	B1812_RS07910	B1812_07945
lcl|AP027149.1_cds_BDV36933.1_186	DSM21852_01860	NZ_CP019948.1_cds_WP_085771104.1_1528	B1812_RS07915	B1812_07950
lcl|AP027149.1_cds_BDV36934.1_187	DSM21852_01870	NZ_CP019948.1_cds_WP_085771105.1_1529	B1812_RS07920	B1812_07955
lcl|AP027149.1_cds_BDV36935.1_188	DSM21852_01880	NZ_CP019948.1_cds_WP_085771106.1_1530	B1812_RS07925	B1812_07960
lcl|AP027149.1_cds_BDV36936.1_189	DSM21852_01890	NZ_CP019948.1_cds_WP_085771107.1_1531	B1812_RS07930	B1812_07965
lcl|AP027149.1_cds_BDV36937.1_190	DSM21852_01900	NZ_CP019948.1_cds_WP_085771109.1_1532	B1812_RS07935	B1812_07970
lcl|AP027149.1_cds_BDV36938.1_191	DSM21852_01910	NZ_CP019948.1_cds_WP_199769045.1_1533	B1812_RS23010	
lcl|AP027149.1_cds_BDV36939.1_192	DSM21852_01920	NZ_CP019948.1_cds_WP_085771110.1_1534	B1812_RS07940	B1812_07975
lcl|AP027149.1_cds_BDV36940.1_193	DSM21852_01930	NZ_CP019948.1_cds_WP_085771111.1_1535	B1812_RS07945	B1812_07980
lcl|AP027149.1_cds_BDV36941.1_194	DSM21852_01940	NZ_CP019948.1_cds_WP_085771112.1_1536	B1812_RS07950	B1812_07985
lcl|AP027149.1_cds_BDV36942.1_195	DSM21852_01950	NZ_CP019948.1_cds_WP_085771113.1_1537	B1812_RS07955	B1812_07990
lcl|AP027149.1_cds_BDV36943.1_196	DSM21852_01960	NZ_CP019948.1_cds_WP_245300141.1_1538	B1812_RS07960	B1812_07995
lcl|AP027149.1_cds_BDV36944.1_197	DSM21852_01970	NZ_CP019948.1_cds_WP_085771115.1_1539	B1812_RS07965	B1812_08000
lcl|AP027149.1_cds_BDV36945.1_198	DSM21852_01980	NZ_CP019948.1_cds_WP_085771116.1_1540	B1812_RS07970	B1812_08005
lcl|AP027149.1_cds_BDV36946.1_199	DSM21852_01990	NZ_CP019948.1_cds_WP_085771117.1_1541	B1812_RS07975	B1812_08010
lcl|AP027149.1_cds_BDV36947.1_200	DSM21852_02000	NZ_CP019948.1_cds_WP_085771118.1_1542	B1812_RS07980	B1812_08015
lcl|AP027149.1_cds_BDV36948.1_201	DSM21852_02010	NZ_CP019948.1_cds_WP_085771119.1_1543	B1812_RS07985	B1812_08020
lcl|AP027149.1_cds_BDV36948.1_201	DSM21852_02010	NZ_CP019948.1_cds_WP_085773594.1_1569	B1812_RS08115	B1812_08150
lcl|AP027149.1_cds_BDV36949.1_202	DSM21852_02020	NZ_CP019948.1_cds_WP_085771120.1_1544	B1812_RS07990	B1812_08025
lcl|AP027149.1_cds_BDV36950.1_203	DSM21852_02030	NZ_CP019948.1_cds_WP_085771121.1_1545	B1812_RS07995	B1812_08030
lcl|AP027149.1_cds_BDV36951.1_204	DSM21852_02040	NZ_CP019948.1_cds_WP_085771122.1_1546	B1812_RS08000	B1812_08035
lcl|AP027149.1_cds_BDV36952.1_205	DSM21852_02050	NZ_CP019948.1_cds_WP_085771123.1_1547	B1812_RS08005	B1812_08040
lcl|AP027149.1_cds_BDV36953.1_206	DSM21852_02060	NZ_CP019948.1_cds_WP_085771124.1_1548	B1812_RS08010	B1812_08045
lcl|AP027149.1_cds_BDV36954.1_207	DSM21852_02070	NZ_CP019948.1_cds_WP_085771125.1_1549	B1812_RS08015	B1812_08050
lcl|AP027149.1_cds_BDV36955.1_208	DSM21852_02080	NZ_CP019948.1_cds_WP_085771126.1_1550	B1812_RS08020	B1812_08055
lcl|AP027149.1_cds_BDV36956.1_209	DSM21852_02090	NZ_CP019948.1_cds_WP_085771127.1_1551	B1812_RS08025	B1812_08060
lcl|AP027149.1_cds_BDV36957.1_210	DSM21852_02100	NZ_CP019948.1_cds_WP_085771128.1_1552	B1812_RS08030	B1812_08065
lcl|AP027149.1_cds_BDV36958.1_211	DSM21852_02110	NZ_CP019948.1_cds_WP_085771129.1_1553	B1812_RS08035	B1812_08070
lcl|AP027149.1_cds_BDV36959.1_212	DSM21852_02120	NZ_CP019948.1_cds_WP_085771130.1_1554	B1812_RS08040	B1812_08075
lcl|AP027149.1_cds_BDV36960.1_213	DSM21852_02130	NZ_CP019948.1_cds_WP_085771131.1_1555	B1812_RS08045	B1812_08080
lcl|AP027149.1_cds_BDV36961.1_214	DSM21852_02140	NZ_CP019948.1_cds_WP_102938068.1_1556	B1812_RS08050	B1812_08085
lcl|AP027149.1_cds_BDV36962.1_215	DSM21852_02150	NZ_CP019948.1_cds_WP_085771133.1_1557	B1812_RS08055	B1812_08090
lcl|AP027149.1_cds_BDV36963.1_216	DSM21852_02160	NZ_CP019948.1_cds_WP_085771134.1_1558	B1812_RS08060	B1812_08095
lcl|AP027149.1_cds_BDV36964.1_217	DSM21852_02170	NZ_CP019948.1_cds_WP_085771135.1_1559	B1812_RS08065	B1812_08100
lcl|AP027149.1_cds_BDV36965.1_218	DSM21852_02180	NZ_CP019948.1_cds_WP_085771136.1_1560	B1812_RS08070	B1812_08105
lcl|AP027149.1_cds_BDV36966.1_219	DSM21852_02190	NZ_CP019948.1_cds_WP_085771137.1_1561	B1812_RS08075	B1812_08110
lcl|AP027149.1_cds_BDV36967.1_220	DSM21852_02200	NZ_CP019948.1_cds_WP_085771138.1_1562	B1812_RS08080	B1812_08115
lcl|AP027149.1_cds_BDV36968.1_221	DSM21852_02210	NZ_CP019948.1_cds_WP_085771139.1_1563	B1812_RS08085	B1812_08120
lcl|AP027149.1_cds_BDV36969.1_222	DSM21852_02220	NZ_CP019948.1_cds_WP_085771099.1_1564	B1812_RS08090	B1812_08125
lcl|AP027149.1_cds_BDV36969.1_222	DSM21852_02220	NZ_CP019948.1_cds_WP_085771099.1_1522	B1812_RS07885	B1812_07920
lcl|AP027149.1_cds_BDV36969.1_222	DSM21852_02220	NZ_CP019948.1_cds_WP_085770883.1_1283	B1812_RS06595	B1812_06620
lcl|AP027149.1_cds_BDV36970.1_223	DSM21852_02230	NZ_CP019948.1_cds_WP_085771140.1_1565	B1812_RS08095	B1812_08130
lcl|AP027149.1_cds_BDV36971.1_224	DSM21852_02240	NZ_CP019948.1_cds_WP_085771141.1_1566	B1812_RS08100	B1812_08135
lcl|AP027149.1_cds_BDV36972.1_225	DSM21852_02250	NZ_CP019948.1_cds_WP_085771142.1_1567	B1812_RS08105	B1812_08140
lcl|AP027149.1_cds_BDV36973.1_226	DSM21852_02260	NZ_CP019948.1_cds_WP_085771143.1_1568	B1812_RS08110	B1812_08145
lcl|AP027149.1_cds_BDV36974.1_227	DSM21852_02270	NZ_CP019948.1_cds_WP_085773594.1_1569	B1812_RS08115	B1812_08150
lcl|AP027149.1_cds_BDV36974.1_227	DSM21852_02270	NZ_CP019948.1_cds_WP_085771119.1_1543	B1812_RS07985	B1812_08020
lcl|AP027149.1_cds_BDV36975.1_228	DSM21852_02280	NZ_CP019948.1_cds_WP_085773595.1_1570	B1812_RS08120	B1812_08155
lcl|AP027149.1_cds_BDV36976.1_229	DSM21852_02290	NZ_CP019948.1_cds_WP_085771144.1_1571	B1812_RS08125	B1812_08160
lcl|AP027149.1_cds_BDV36977.1_230	DSM21852_02300	NZ_CP019948.1_cds_WP_085771146.1_1572	B1812_RS08135	B1812_08170
lcl|AP027149.1_cds_BDV36978.1_231	DSM21852_02310	NZ_CP019948.1_cds_WP_085771147.1_1573	B1812_RS08140	B1812_08175
lcl|AP027149.1_cds_BDV36979.1_232	DSM21852_02320	NZ_CP019948.1_cds_WP_085771148.1_1574	B1812_RS08145	B1812_08180
lcl|AP027149.1_cds_BDV36979.1_232	DSM21852_02320	NZ_CP019948.1_cds_3966	B1812_RS20605	B1812_20725
lcl|AP027149.1_cds_BDV36980.1_233	DSM21852_02330	NZ_CP019948.1_cds_WP_085771149.1_1575	B1812_RS08150	B1812_08185
lcl|AP027149.1_cds_BDV36981.1_234	DSM21852_02340	NZ_CP019948.1_cds_WP_245300246.1_1576	B1812_RS08155	B1812_08190
lcl|AP027149.1_cds_BDV36982.1_235	DSM21852_02350	NZ_CP019948.1_cds_WP_085771150.1_1577	B1812_RS08165	B1812_08200
lcl|AP027149.1_cds_BDV36983.1_236	DSM21852_02360	NZ_CP019948.1_cds_WP_102938069.1_1578	B1812_RS08175	B1812_08210
lcl|AP027149.1_cds_BDV36984.1_237	DSM21852_02370	NZ_CP019948.1_cds_WP_102938069.1_1578	B1812_RS08175	B1812_08210
lcl|AP027149.1_cds_BDV36985.1_238	DSM21852_02380	NZ_CP019948.1_cds_WP_210190843.1_1579	B1812_RS08180	B1812_08215
lcl|AP027149.1_cds_BDV36986.1_239	DSM21852_02390	NZ_CP019948.1_cds_WP_085771152.1_1580	B1812_RS08185	B1812_08220
lcl|AP027149.1_cds_BDV36988.1_241	DSM21852_02410	NZ_CP019948.1_cds_WP_085771154.1_1581	B1812_RS08195	B1812_08230
lcl|AP027149.1_cds_BDV36988.1_241	DSM21852_02410	NZ_CP019948.1_cds_WP_158658825.1_3199	B1812_RS16585	B1812_16685
lcl|AP027149.1_cds_BDV36988.1_241	DSM21852_02410	NZ_CP019948.1_cds_WP_085770845.1_1242	B1812_RS06385	B1812_06410
lcl|AP027149.1_cds_BDV36989.1_242	DSM21852_02420	NZ_CP019948.1_cds_WP_085771155.1_1582	B1812_RS08200	B1812_08235
lcl|AP027149.1_cds_BDV36989.1_242	DSM21852_02420	NZ_CP019948.1_cds_WP_085772578.1_3200	B1812_RS16590	B1812_16690
lcl|AP027149.1_cds_BDV36990.1_243	DSM21852_02430	NZ_CP019948.1_cds_WP_245300143.1_1583	B1812_RS08205	B1812_08240
lcl|AP027149.1_cds_BDV36990.1_243	DSM21852_02430	NZ_CP019948.1_cds_WP_245299958.1_3201	B1812_RS23465	
lcl|AP027149.1_cds_BDV36991.1_244	DSM21852_02440	NZ_CP019948.1_cds_WP_085771156.1_1584	B1812_RS08210	B1812_08245
lcl|AP027149.1_cds_BDV36992.1_245	DSM21852_02450	NZ_CP019948.1_cds_WP_085771157.1_1585	B1812_RS08215	B1812_08250
lcl|AP027149.1_cds_BDV36993.1_246	DSM21852_02460	NZ_CP019948.1_cds_WP_085771158.1_1586	B1812_RS08220	B1812_08255
lcl|AP027149.1_cds_BDV36994.1_247	DSM21852_02470	NZ_CP019948.1_cds_WP_245300144.1_1587	B1812_RS08225	B1812_08260
lcl|AP027149.1_cds_BDV36995.1_248	DSM21852_02480	NZ_CP019948.1_cds_WP_085771159.1_1588	B1812_RS08230	B1812_08265
lcl|AP027149.1_cds_BDV36996.1_249	DSM21852_02490	NZ_CP019948.1_cds_WP_085771160.1_1589	B1812_RS08235	B1812_08270
lcl|AP027149.1_cds_BDV36997.1_250	DSM21852_02500	NZ_CP019948.1_cds_WP_102938185.1_1590	B1812_RS08240	B1812_08275
lcl|AP027149.1_cds_BDV36998.1_251	DSM21852_02510	NZ_CP019948.1_cds_WP_085771162.1_1591	B1812_RS08245	B1812_08280
lcl|AP027149.1_cds_BDV36999.1_252	DSM21852_02520	NZ_CP019948.1_cds_WP_085771163.1_1592	B1812_RS08250	B1812_08285
lcl|AP027149.1_cds_BDV37000.1_253	DSM21852_02530	NZ_CP019948.1_cds_WP_085771164.1_1593	B1812_RS08255	B1812_08290
lcl|AP027149.1_cds_BDV37001.1_254	DSM21852_02540	NZ_CP019948.1_cds_WP_245300146.1_1594	B1812_RS08260	B1812_08295
lcl|AP027149.1_cds_BDV37001.1_254	DSM21852_02540	NZ_CP019948.1_cds_WP_085773053.1_3746	B1812_RS19460	B1812_19585
lcl|AP027149.1_cds_BDV37002.1_255	DSM21852_02550	NZ_CP019948.1_cds_WP_245300146.1_1594	B1812_RS08260	B1812_08295
lcl|AP027149.1_cds_BDV37002.1_255	DSM21852_02550	NZ_CP019948.1_cds_WP_085773053.1_3746	B1812_RS19460	B1812_19585
lcl|AP027149.1_cds_BDV37003.1_256	DSM21852_02560	NZ_CP019948.1_cds_WP_085771165.1_1595	B1812_RS08265	B1812_08300
lcl|AP027149.1_cds_BDV37004.1_257	DSM21852_02570	NZ_CP019948.1_cds_WP_085771166.1_1596	B1812_RS08270	B1812_08305
lcl|AP027149.1_cds_BDV37005.1_258	DSM21852_02580	NZ_CP019948.1_cds_WP_085771167.1_1597	B1812_RS08275	B1812_08310
lcl|AP027149.1_cds_BDV37006.1_259	DSM21852_02590	NZ_CP019948.1_cds_WP_085773599.1_1598	B1812_RS08280	B1812_08315
lcl|AP027149.1_cds_BDV37007.1_260	DSM21852_02600	NZ_CP019948.1_cds_WP_085771168.1_1599	B1812_RS08285	B1812_08320
lcl|AP027149.1_cds_BDV37008.1_261	DSM21852_02610	NZ_CP019948.1_cds_WP_085771170.1_1600	B1812_RS08295	B1812_08330
lcl|AP027149.1_cds_BDV37009.1_262	DSM21852_02620	NZ_CP019948.1_cds_WP_085771171.1_1601	B1812_RS08300	B1812_08335
lcl|AP027149.1_cds_BDV37010.1_263	DSM21852_02630	NZ_CP019948.1_cds_WP_085771172.1_1602	B1812_RS08305	B1812_08340
lcl|AP027149.1_cds_BDV37011.1_264	DSM21852_02640	NZ_CP019948.1_cds_WP_085773600.1_1603	B1812_RS08315	B1812_08350
lcl|AP027149.1_cds_BDV37012.1_265	DSM21852_02650	NZ_CP019948.1_cds_WP_245300247.1_1605	B1812_RS23315	
lcl|AP027149.1_cds_BDV37013.1_266	DSM21852_02660	NZ_CP019948.1_cds_WP_085771174.1_1606	B1812_RS08325	B1812_08360
lcl|AP027149.1_cds_BDV37014.1_267	DSM21852_02670	NZ_CP019948.1_cds_WP_085771175.1_1607	B1812_RS08330	B1812_08365
lcl|AP027149.1_cds_BDV37015.1_268	DSM21852_02680	NZ_CP019948.1_cds_WP_085771176.1_1608	B1812_RS08335	B1812_08370
lcl|AP027149.1_cds_BDV37016.1_269	DSM21852_02690	NZ_CP019948.1_cds_WP_085771177.1_1609	B1812_RS08340	B1812_08375
lcl|AP027149.1_cds_BDV37017.1_270	DSM21852_02700	NZ_CP019948.1_cds_WP_085771178.1_1610	B1812_RS08345	B1812_08380
lcl|AP027149.1_cds_BDV37018.1_271	DSM21852_02710	NZ_CP019948.1_cds_WP_085771179.1_1611	B1812_RS08350	B1812_08385
lcl|AP027149.1_cds_BDV37019.1_272	DSM21852_02720	NZ_CP019948.1_cds_WP_085771180.1_1612	B1812_RS08355	B1812_08390
lcl|AP027149.1_cds_BDV37020.1_273	DSM21852_02730	NZ_CP019948.1_cds_WP_085771181.1_1613	B1812_RS08360	B1812_08395
lcl|AP027149.1_cds_BDV37021.1_274	DSM21852_02740	NZ_CP019948.1_cds_WP_085773601.1_1614	B1812_RS08365	B1812_08400
lcl|AP027149.1_cds_BDV37022.1_275	DSM21852_02750	NZ_CP019948.1_cds_WP_085771182.1_1615	B1812_RS08370	B1812_08405
lcl|AP027149.1_cds_BDV37023.1_276	DSM21852_02760	NZ_CP019948.1_cds_WP_085771183.1_1616	B1812_RS08375	B1812_08410
lcl|AP027149.1_cds_BDV37024.1_277	DSM21852_02770	NZ_CP019948.1_cds_WP_085771184.1_1617	B1812_RS08380	B1812_08415
lcl|AP027149.1_cds_BDV37025.1_278	DSM21852_02780	NZ_CP019948.1_cds_WP_158658662.1_1618	B1812_RS22515	
lcl|AP027149.1_cds_BDV37026.1_279	DSM21852_02790	NZ_CP019948.1_cds_WP_158658664.1_1620	B1812_RS08395	B1812_08435
lcl|AP027149.1_cds_BDV37027.1_280	DSM21852_02800	NZ_CP019948.1_cds_WP_158658665.1_1621	B1812_RS08400	B1812_08440
lcl|AP027149.1_cds_BDV37028.1_281	DSM21852_02810	NZ_CP019948.1_cds_WP_085771189.1_1622	B1812_RS08405	B1812_08445
lcl|AP027149.1_cds_BDV37028.1_281	DSM21852_02810	NZ_CP019948.1_cds_WP_085770725.1_1114	B1812_RS05700	B1812_05725
lcl|AP027149.1_cds_BDV37028.1_281	DSM21852_02810	NZ_CP019948.1_cds_WP_085772111.1_2662	B1812_RS13825	B1812_13880
lcl|AP027149.1_cds_BDV37028.1_281	DSM21852_02810	NZ_CP019948.1_cds_WP_210190833.1_3681	B1812_RS22300	
lcl|AP027149.1_cds_BDV37028.1_281	DSM21852_02810	NZ_CP019948.1_cds_WP_085771515.1_1996	B1812_RS22565	B1812_10370
lcl|AP027149.1_cds_BDV37029.1_282	DSM21852_02820	NZ_CP019948.1_cds_WP_085771190.1_1623	B1812_RS08410	B1812_08450
lcl|AP027149.1_cds_BDV37030.1_283	DSM21852_02830	NZ_CP019948.1_cds_WP_085771191.1_1624	B1812_RS08415	B1812_08455
lcl|AP027149.1_cds_BDV37031.1_284	DSM21852_02840	NZ_CP019948.1_cds_WP_085771192.1_1625	B1812_RS08420	B1812_08460
lcl|AP027149.1_cds_BDV37032.1_285	DSM21852_02850	NZ_CP019948.1_cds_WP_085771193.1_1626	B1812_RS08425	B1812_08465
lcl|AP027149.1_cds_BDV37033.1_286	DSM21852_02860	NZ_CP019948.1_cds_WP_245300148.1_1627	B1812_RS08430	B1812_08470
lcl|AP027149.1_cds_BDV37034.1_287	DSM21852_02870	NZ_CP019949.1_cds_WP_158658927.1_4165	B1812_RS21580	B1812_21710
lcl|AP027149.1_cds_BDV37035.1_288	DSM21852_02880	NZ_CP019948.1_cds_WP_085771195.1_1628	B1812_RS08440	B1812_08480
lcl|AP027149.1_cds_BDV37035.1_288	DSM21852_02880	NZ_CP019948.1_cds_WP_085773730.1_2716	B1812_RS14095	B1812_14155
lcl|AP027149.1_cds_BDV37036.1_289	DSM21852_02890	NZ_CP019948.1_cds_WP_085771197.1_1629	B1812_RS08450	B1812_08490
lcl|AP027149.1_cds_BDV37037.1_290	DSM21852_02900	NZ_CP019948.1_cds_WP_199769101.1_1631	B1812_RS23015	B1812_08495
lcl|AP027149.1_cds_BDV37038.1_291	DSM21852_02910	NZ_CP019948.1_cds_1632	B1812_RS08460	
lcl|AP027149.1_cds_BDV37039.1_292	DSM21852_02920	NZ_CP019948.1_cds_WP_158658667.1_1633	B1812_RS08465	B1812_08505
lcl|AP027149.1_cds_BDV37040.1_293	DSM21852_02930	NZ_CP019948.1_cds_WP_158658668.1_1634	B1812_RS08470	B1812_08510
lcl|AP027149.1_cds_BDV37041.1_294	DSM21852_02940	NZ_CP019948.1_cds_WP_085771202.1_1635	B1812_RS08475	B1812_08515
lcl|AP027149.1_cds_BDV37042.1_295	DSM21852_02950	NZ_CP019948.1_cds_WP_085771203.1_1636	B1812_RS08480	B1812_08520
lcl|AP027149.1_cds_BDV37043.1_296	DSM21852_02960	NZ_CP019948.1_cds_WP_085771204.1_1637	B1812_RS08485	B1812_08525
lcl|AP027149.1_cds_BDV37044.1_297	DSM21852_02970	NZ_CP019948.1_cds_WP_085771205.1_1638	B1812_RS08490	B1812_08530
lcl|AP027149.1_cds_BDV37045.1_298	DSM21852_02980	NZ_CP019948.1_cds_WP_102938070.1_1639	B1812_RS08495	B1812_08535
lcl|AP027149.1_cds_BDV37046.1_299	DSM21852_02990	NZ_CP019948.1_cds_WP_085771206.1_1640	B1812_RS08500	B1812_08540
lcl|AP027149.1_cds_BDV37047.1_300	DSM21852_03000	NZ_CP019948.1_cds_WP_085773604.1_1641	B1812_RS08505	B1812_08545
lcl|AP027149.1_cds_BDV37048.1_301	DSM21852_03010	NZ_CP019948.1_cds_WP_102938071.1_1642	B1812_RS08510	B1812_08550
lcl|AP027149.1_cds_BDV37049.1_302	DSM21852_03020	NZ_CP019948.1_cds_WP_158658669.1_1643	B1812_RS08515	B1812_08555
lcl|AP027149.1_cds_BDV37050.1_303	DSM21852_03030	NZ_CP019948.1_cds_WP_085771209.1_1644	B1812_RS08520	B1812_08560
lcl|AP027149.1_cds_BDV37051.1_304	DSM21852_03040	NZ_CP019948.1_cds_WP_085771210.1_1645	B1812_RS08525	B1812_08565
lcl|AP027149.1_cds_BDV37052.1_305	DSM21852_03050	NZ_CP019948.1_cds_WP_085771211.1_1646	B1812_RS08530	B1812_08570
lcl|AP027149.1_cds_BDV37053.1_306	DSM21852_03060	NZ_CP019948.1_cds_WP_085771212.1_1647	B1812_RS08535	B1812_08575
lcl|AP027149.1_cds_BDV37054.1_307	DSM21852_03070	NZ_CP019948.1_cds_WP_085771213.1_1648	B1812_RS08540	B1812_08580
lcl|AP027149.1_cds_BDV37055.1_308	DSM21852_03080	NZ_CP019948.1_cds_WP_158658670.1_1649	B1812_RS08545	B1812_08585
lcl|AP027149.1_cds_BDV37056.1_309	DSM21852_03090	NZ_CP019948.1_cds_WP_085771215.1_1650	B1812_RS08550	B1812_08590
lcl|AP027149.1_cds_BDV37057.1_310	DSM21852_03100	NZ_CP019948.1_cds_WP_085771216.1_1651	B1812_RS08555	B1812_08595
lcl|AP027149.1_cds_BDV37058.1_311	DSM21852_03110	NZ_CP019948.1_cds_WP_085771217.1_1652	B1812_RS08560	B1812_08600
lcl|AP027149.1_cds_BDV37059.1_312	DSM21852_03120	NZ_CP019948.1_cds_WP_158658671.1_1653	B1812_RS08565	B1812_08605
lcl|AP027149.1_cds_BDV37059.1_312	DSM21852_03120	NZ_CP019948.1_cds_WP_085770577.1_947	B1812_RS04855	B1812_04875
lcl|AP027149.1_cds_BDV37060.1_313	DSM21852_03130	NZ_CP019948.1_cds_WP_085773605.1_1654	B1812_RS08570	B1812_08610
lcl|AP027149.1_cds_BDV37060.1_313	DSM21852_03130	NZ_CP019948.1_cds_WP_085772456.1_3053	B1812_RS15865	
lcl|AP027149.1_cds_BDV37061.1_314	DSM21852_03140	NZ_CP019948.1_cds_WP_085771219.1_1655	B1812_RS08575	B1812_08615
lcl|AP027149.1_cds_BDV37062.1_315	DSM21852_03150	NZ_CP019948.1_cds_WP_158658672.1_1656	B1812_RS08580	B1812_08620
lcl|AP027149.1_cds_BDV37063.1_316	DSM21852_03160	NZ_CP019948.1_cds_WP_085771221.1_1657	B1812_RS08585	B1812_08625
lcl|AP027149.1_cds_BDV37064.1_317	DSM21852_03170	NZ_CP019948.1_cds_WP_085771222.1_1658	B1812_RS08590	B1812_08630
lcl|AP027149.1_cds_BDV37065.1_318	DSM21852_03180	NZ_CP019948.1_cds_WP_158658673.1_1659	B1812_RS08595	B1812_08635
lcl|AP027149.1_cds_BDV37067.1_320	DSM21852_03200	NZ_CP019948.1_cds_WP_245300149.1_1660	B1812_RS08600	B1812_08640
lcl|AP027149.1_cds_BDV37068.1_321	DSM21852_03210	NZ_CP019948.1_cds_WP_085771225.1_1661	B1812_RS08605	B1812_08645
lcl|AP027149.1_cds_BDV37069.1_322	DSM21852_03220	NZ_CP019948.1_cds_WP_085771226.1_1662	B1812_RS08610	B1812_08650
lcl|AP027149.1_cds_BDV37070.1_323	DSM21852_03230	NZ_CP019948.1_cds_WP_085773606.1_1663	B1812_RS08615	B1812_08655
lcl|AP027149.1_cds_BDV37071.1_324	DSM21852_03240	NZ_CP019948.1_cds_WP_085771227.1_1664	B1812_RS08620	B1812_08660
lcl|AP027149.1_cds_BDV37072.1_325	DSM21852_03250	NZ_CP019948.1_cds_WP_085771228.1_1665	B1812_RS08625	B1812_08665
lcl|AP027149.1_cds_BDV37073.1_326	DSM21852_03260	NZ_CP019948.1_cds_WP_085771229.1_1666	B1812_RS08630	B1812_08670
lcl|AP027149.1_cds_BDV37073.1_326	DSM21852_03260	NZ_CP019948.1_cds_WP_085771722.1_2225	B1812_RS11530	B1812_11575
lcl|AP027149.1_cds_BDV37074.1_327	DSM21852_03270	NZ_CP019948.1_cds_WP_085771230.1_1667	B1812_RS08635	B1812_08675
lcl|AP027149.1_cds_BDV37075.1_328	DSM21852_03280	NZ_CP019948.1_cds_WP_245300151.1_1668	B1812_RS08640	B1812_08680
lcl|AP027149.1_cds_BDV37076.1_329	DSM21852_03290	NZ_CP019948.1_cds_WP_085771232.1_1669	B1812_RS08645	B1812_08685
lcl|AP027149.1_cds_BDV37077.1_330	DSM21852_03300	NZ_CP019948.1_cds_WP_085771233.1_1670	B1812_RS08650	B1812_08690
lcl|AP027149.1_cds_BDV37078.1_331	DSM21852_03310	NZ_CP019948.1_cds_WP_245300153.1_1671	B1812_RS08655	B1812_08695
lcl|AP027149.1_cds_BDV37079.1_332	DSM21852_03320	NZ_CP019948.1_cds_WP_085771234.1_1672	B1812_RS08660	B1812_08700
lcl|AP027149.1_cds_BDV37080.1_333	DSM21852_03330	NZ_CP019948.1_cds_WP_245300155.1_1673	B1812_RS08670	B1812_08710
lcl|AP027149.1_cds_BDV37081.1_334	DSM21852_03340	NZ_CP019948.1_cds_WP_085771237.1_1674	B1812_RS08675	B1812_08715
lcl|AP027149.1_cds_BDV37081.1_334	DSM21852_03340	NZ_CP019948.1_cds_WP_245299946.1_3035	B1812_RS15760	B1812_15850
lcl|AP027149.1_cds_BDV37081.1_334	DSM21852_03340	NZ_CP019948.1_cds_WP_158658719.1_2209	B1812_RS11430	B1812_11475
lcl|AP027149.1_cds_BDV37082.1_335	DSM21852_03350	NZ_CP019948.1_cds_WP_085773608.1_1675	B1812_RS08680	B1812_08720
lcl|AP027149.1_cds_BDV37083.1_336	DSM21852_03360	NZ_CP019948.1_cds_WP_085771238.1_1676	B1812_RS08685	B1812_08725
lcl|AP027149.1_cds_BDV37084.1_337	DSM21852_03370	NZ_CP019948.1_cds_WP_085771239.1_1677	B1812_RS08690	B1812_08730
lcl|AP027149.1_cds_BDV37085.1_338	DSM21852_03380	NZ_CP019948.1_cds_WP_158658674.1_1678	B1812_RS08695	B1812_08735
lcl|AP027149.1_cds_BDV37086.1_339	DSM21852_03390	NZ_CP019948.1_cds_WP_199769046.1_1679	B1812_RS23025	B1812_08740
lcl|AP027149.1_cds_BDV37087.1_340	DSM21852_03400	NZ_CP019948.1_cds_WP_085771242.1_1680	B1812_RS08705	B1812_08745
lcl|AP027149.1_cds_BDV37088.1_341	DSM21852_03410	NZ_CP019948.1_cds_WP_085771243.1_1681	B1812_RS08710	B1812_08750
lcl|AP027149.1_cds_BDV37089.1_342	DSM21852_03420	NZ_CP019948.1_cds_WP_085773609.1_1682	B1812_RS08715	B1812_08755
lcl|AP027149.1_cds_BDV37090.1_343	DSM21852_03430	NZ_CP019948.1_cds_WP_085771244.1_1683	B1812_RS08720	B1812_08760
lcl|AP027149.1_cds_BDV37091.1_344	DSM21852_03440	NZ_CP019948.1_cds_WP_085771245.1_1684	B1812_RS08725	B1812_08765
lcl|AP027149.1_cds_BDV37092.1_345	DSM21852_03450	NZ_CP019948.1_cds_WP_085771246.1_1685	B1812_RS08730	B1812_08770
lcl|AP027149.1_cds_BDV37093.1_346	DSM21852_03460	NZ_CP019948.1_cds_WP_085771247.1_1686	B1812_RS08735	B1812_08775
