pw_ID	pw_name	C_ID	C_name
map01100	Metabolic pathways	C16473	4-Fluorocatechol
map01100	Metabolic pathways	C16479	5-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate
map01100	Metabolic pathways	C02364	3-Fluorobenzoate
map01100	Metabolic pathways	C16480	4-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate
map01100	Metabolic pathways	C02371	4-Fluorobenzoate
map01100	Metabolic pathways	C01124	18-Hydroxycorticosterone
map01100	Metabolic pathways	C01780	Aldosterone
map01100	Metabolic pathways	C06791	trans-1,2-Dichloroethene
map01100	Metabolic pathways	C05668	3-Hydroxypropionyl-CoA
map01100	Metabolic pathways	C16737	5-Deoxy-D-glucuronate
map01100	Metabolic pathways	C04631	UDP-N-acetyl-3-(1-carboxyvinyl
map01100	Metabolic pathways	C04257	N-Acetyl-D-mannosamine 6-phosphate
map01100	Metabolic pathways	C06241	N-Acetylneuraminate 9-phosphate
map01100	Metabolic pathways	C00691	2,4,6/3,5-Pentahydroxycyclohexanone
map01100	Metabolic pathways	C04287	3D-3,5/4-Trihydroxycyclohexane-1,2-dione
map01100	Metabolic pathways	C06892	2-Deoxy-5-keto-D-gluconic acid
map01100	Metabolic pathways	C00309	D-Ribulose
map01100	Metabolic pathways	C00474	Ribitol
map01100	Metabolic pathways	C00325	GDP-L-fucose
map01100	Metabolic pathways	C00508	L-Ribulose
map01100	Metabolic pathways	C00312	L-Xylulose
map01100	Metabolic pathways	C00447	Sedoheptulose 1,7-bisphosphate
map01100	Metabolic pathways	C05843	N1-Methyl-4-pyridone-5-carboxamide
map01100	Metabolic pathways	C03722	Quinolinate
map01100	Metabolic pathways	C00857	Deamino-NAD+
map01100	Metabolic pathways	C02918	1-Methylnicotinamide
map01100	Metabolic pathways	C02723	N-Methylputrescine
map01100	Metabolic pathways	C06178	1-Methylpyrrolinium
map01100	Metabolic pathways	C06179	Hygrine
map01100	Metabolic pathways	C00783	Tropinone
map01100	Metabolic pathways	C00729	Tropine
map01100	Metabolic pathways	C02046	L-Hyoscyamine
map01100	Metabolic pathways	C03325	(6S
map01100	Metabolic pathways	C01851	Scopolamine
map01100	Metabolic pathways	C00745	Nicotine
map01100	Metabolic pathways	C06182	Pelletierine
map01100	Metabolic pathways	C06183	L-(+
map01100	Metabolic pathways	C00581	Guanidinoacetate
map01100	Metabolic pathways	C00300	Creatine
map01100	Metabolic pathways	C02305	Phosphocreatine
map01100	Metabolic pathways	C00791	Creatinine
map01100	Metabolic pathways	C15700	gamma-Glutamyl-gamma-aminobutyraldehyde
map01100	Metabolic pathways	C15767	4-(L-gamma-Glutamylamino
map01100	Metabolic pathways	C05842	N1-Methyl-2-pyridone-5-carboxamide
map01100	Metabolic pathways	C01118	O-Succinyl-L-homoserine
map01100	Metabolic pathways	C02512	3-Cyano-L-alanine
map01100	Metabolic pathways	C03069	3-Methylcrotonyl-CoA
map01100	Metabolic pathways	C03167	Phosphonoacetaldehyde
map01100	Metabolic pathways	C05673	CMP-2-aminoethylphosphonate
map01100	Metabolic pathways	C06614	trans-3-Chloroacrylic acid
map01100	Metabolic pathways	C06613	trans-3-Chloroallyl aldehyde
map01100	Metabolic pathways	C06611	trans-3-Chloro-2-propene-1-ol
map01100	Metabolic pathways	C06609	trans-1,3-Dichloropropene
map01100	Metabolic pathways	C06615	cis-3-Chloroacrylic acid
map01100	Metabolic pathways	C16348	cis-3-Chloroallyl aldehyde
map01100	Metabolic pathways	C06612	cis-3-Chloro-2-propene-1-ol
map01100	Metabolic pathways	C06610	cis-1,3-Dichloropropene
map01100	Metabolic pathways	C00493	Shikimate
map01100	Metabolic pathways	C03680	4-Imidazolone-5-propanoate
map01100	Metabolic pathways	C03232	3-Phosphonooxypyruvate
map01100	Metabolic pathways	C00606	3-Sulfino-L-alanine
map01100	Metabolic pathways	C00785	Urocanate
map01100	Metabolic pathways	C03175	Shikimate 3-phosphate
map01100	Metabolic pathways	C04409	2-Amino-3-carboxymuconate semialdehyde
map01100	Metabolic pathways	C02220	2-Aminomuconate
map01100	Metabolic pathways	C00423	trans-Cinnamate
map01100	Metabolic pathways	C00519	Hypotaurine
map01100	Metabolic pathways	C01678	Cysteamine
map01100	Metabolic pathways	C05122	Taurocholate
map01100	Metabolic pathways	C02514	3-Fumarylpyruvate
map01100	Metabolic pathways	C01061	4-Fumarylacetoacetate
map01100	Metabolic pathways	C05580	3,4-Dihydroxymandelate
map01100	Metabolic pathways	C05584	3-Methoxy-4-hydroxymandelate
map01100	Metabolic pathways	C05576	3,4-Dihydroxyphenylethyleneglycol
map01100	Metabolic pathways	C05594	3-Methoxy-4-hydroxyphenylethyleneglycol
map01100	Metabolic pathways	C02642	3-Ureidopropionate
map01100	Metabolic pathways	C00544	Homogentisate
map01100	Metabolic pathways	C01036	4-Maleylacetoacetate
map01100	Metabolic pathways	C04302	N-(5-Phospho-D-ribosyl
map01100	Metabolic pathways	C01302	1-(2-Carboxyphenylamino
map01100	Metabolic pathways	C00637	Indole-3-acetaldehyde
map01100	Metabolic pathways	C01852	Secologanin
map01100	Metabolic pathways	C05775	alpha-Ribazole
map01100	Metabolic pathways	C00966	2-Dehydropantoate
map01100	Metabolic pathways	C00522	(R
map01100	Metabolic pathways	C00864	Pantothenate
map01100	Metabolic pathways	C03492	D-4'-Phosphopantothenate
map01100	Metabolic pathways	C04352	(R
map01100	Metabolic pathways	C01134	Pantetheine 4'-phosphate
map01100	Metabolic pathways	C00882	Dephospho-CoA
map01100	Metabolic pathways	C01051	Uroporphyrinogen III
map01100	Metabolic pathways	C03263	Coproporphyrinogen III
map01100	Metabolic pathways	C01079	Protoporphyrinogen IX
map01100	Metabolic pathways	C03516	Magnesium protoporphyrin
map01100	Metabolic pathways	C04536	Magnesium protoporphyrin monomethyl ester
map01100	Metabolic pathways	C11831	Divinylprotochlorophyllide
map01100	Metabolic pathways	C02880	Protochlorophyllide
map01100	Metabolic pathways	C06506	Adenosyl cobyrinate a,c diamide
map01100	Metabolic pathways	C06507	Adenosyl cobyrinate hexaamide
map01100	Metabolic pathways	C06508	Adenosyl cobinamide
map01100	Metabolic pathways	C06509	Adenosyl cobinamide phosphate
map01100	Metabolic pathways	C06510	Adenosine-GDP-cobinamide
map01100	Metabolic pathways	C04778	N1-(5-Phospho-alpha-D-ribosyl
map01100	Metabolic pathways	C03741	(S
map01100	Metabolic pathways	C02987	L-Glutamyl-tRNA(Glu
map01100	Metabolic pathways	C05817	(1R,6R
map01100	Metabolic pathways	C02730	2-Succinylbenzoate
map01100	Metabolic pathways	C03160	2-Succinylbenzoyl-CoA
map01100	Metabolic pathways	C15547	1,4-Dihydroxy-2-naphthoyl-CoA
map01100	Metabolic pathways	C03406	N-(L-Arginino
map01100	Metabolic pathways	C00632	3-Hydroxyanthranilate
map01100	Metabolic pathways	C05634	5-Hydroxyindoleacetaldehyde
map01100	Metabolic pathways	C05635	5-Hydroxyindoleacetate
map01100	Metabolic pathways	C05176	(S
map01100	Metabolic pathways	C00314	Pyridoxine
map01100	Metabolic pathways	C00534	Pyridoxamine
map01100	Metabolic pathways	C00627	Pyridoxine phosphate
map01100	Metabolic pathways	C00647	Pyridoxamine phosphate
map01100	Metabolic pathways	C00847	4-Pyridoxate
map01100	Metabolic pathways	C01103	Orotidine 5'-phosphate
map01100	Metabolic pathways	C02350	(S
map01100	Metabolic pathways	C00475	Cytidine
map01100	Metabolic pathways	C00299	Uridine
map01100	Metabolic pathways	C00380	Cytosine
map01100	Metabolic pathways	C00458	dCTP
map01100	Metabolic pathways	C00438	N-Carbamoyl-L-aspartate
map01100	Metabolic pathways	C00337	(S
map01100	Metabolic pathways	C00295	Orotate
map01100	Metabolic pathways	C00363	dTDP
map01100	Metabolic pathways	C21028	(R
map01100	Metabolic pathways	C00499	Allantoate
map01100	Metabolic pathways	C05267	3-Oxooctanoyl-CoA
map01100	Metabolic pathways	C05269	3-Oxohexanoyl-CoA
map01100	Metabolic pathways	C00332	Acetoacetyl-CoA
map01100	Metabolic pathways	C01251	(R
map01100	Metabolic pathways	C05519	L-Allothreonine
map01100	Metabolic pathways	C04738	UDP-3-O-(3-hydroxytetradecanoyl
map01100	Metabolic pathways	C01094	D-Fructose 1-phosphate
map01100	Metabolic pathways	C00446	alpha-D-Galactose 1-phosphate
map01100	Metabolic pathways	C00498	ADP-glucose
map01100	Metabolic pathways	C02527	Butanoylphosphate
map01100	Metabolic pathways	C04043	3,4-Dihydroxyphenylacetaldehyde
map01100	Metabolic pathways	C00909	Leukotriene A4
map01100	Metabolic pathways	C02165	Leukotriene B4
map01100	Metabolic pathways	C02090	Trypanothione
map01100	Metabolic pathways	C03170	Trypanothione disulfide
map01100	Metabolic pathways	C01005	O-Phospho-L-serine
map01100	Metabolic pathways	C01205	(R
map01100	Metabolic pathways	C01694	Ergosterol
map01100	Metabolic pathways	C11691	Stemmadenine
map01100	Metabolic pathways	C09244	Tabersonine
map01100	Metabolic pathways	C03309	Strictosidine aglycone
map01100	Metabolic pathways	C03470	3-alpha(S
map01100	Metabolic pathways	C11680	Cathenamine
map01100	Metabolic pathways	C09024	Ajmalicine
map01100	Metabolic pathways	C03677	4,21-Dehydrogeissoschizine
map01100	Metabolic pathways	C05382	Sedoheptulose 7-phosphate
map01100	Metabolic pathways	C01953	Pregnenolone
map01100	Metabolic pathways	C05138	17alpha-Hydroxypregnenolone
map01100	Metabolic pathways	C01227	Dehydroepiandrosterone
map01100	Metabolic pathways	C03758	Dopamine
map01100	Metabolic pathways	C00547	L-Noradrenaline
map01100	Metabolic pathways	C05577	3,4-Dihydroxymandelaldehyde
map01100	Metabolic pathways	C05588	L-Metanephrine
map01100	Metabolic pathways	C00788	L-Adrenaline
map01100	Metabolic pathways	C05583	3-Methoxy-4-hydroxyphenylglycolaldehyde
map01100	Metabolic pathways	C05589	L-Normetanephrine
map01100	Metabolic pathways	C01693	L-Dopachrome
map01100	Metabolic pathways	C05578	5,6-Dihydroxyindole
map01100	Metabolic pathways	C05579	Indole-5,6-quinone
map01100	Metabolic pathways	C04185	5,6-Dihydroxyindole-2-carboxylate
map01100	Metabolic pathways	C17937	Eumelanin
map01100	Metabolic pathways	C00705	dCDP
map01100	Metabolic pathways	C00628	2,5-Dihydroxybenzoate
map01100	Metabolic pathways	C02167	Maleylpyruvate
map01100	Metabolic pathways	C05585	Gentisate aldehyde
map01100	Metabolic pathways	C00826	L-Arogenate
map01100	Metabolic pathways	C01179	3-(4-Hydroxyphenyl
map01100	Metabolic pathways	C00558	D-Tagaturonate
map01100	Metabolic pathways	C06462	Leukotriene F4
map01100	Metabolic pathways	C05952	Leukotriene E4
map01100	Metabolic pathways	C05440	Ergosta-5,7,22,24(28
map01100	Metabolic pathways	C04525	Fecosterol
map01100	Metabolic pathways	C00460	dUTP
map01100	Metabolic pathways	C01346	dUDP
map01100	Metabolic pathways	C05125	2-(alpha-Hydroxyethyl
map01100	Metabolic pathways	C04272	(R
map01100	Metabolic pathways	C03586	2-Oxo-2,3-dihydrofuran-5-acetate
map01100	Metabolic pathways	C15785	Campest-4-en-3-one
map01100	Metabolic pathways	C15786	5alpha-Campestan-3-one
map01100	Metabolic pathways	C15787	Campestanol
map01100	Metabolic pathways	C15789	6-Oxocampestanol
map01100	Metabolic pathways	C15790	Cathasterone
map01100	Metabolic pathways	C15791	Teasterone
map01100	Metabolic pathways	C15794	Castasterone
map01100	Metabolic pathways	C15798	6-Deoxocathasterone
map01100	Metabolic pathways	C15799	6-Deoxoteasterone
map01100	Metabolic pathways	C15802	6-Deoxocastasterone
map01100	Metabolic pathways	C15803	6alpha-Hydroxycastasterone
map01100	Metabolic pathways	C08814	Brassinolide
map01100	Metabolic pathways	C01789	Campesterol
map01100	Metabolic pathways	C11393	(-
map01100	Metabolic pathways	C01414	Casbene
map01100	Metabolic pathways	C11878	(-
map01100	Metabolic pathways	C06087	Abietate
map01100	Metabolic pathways	C06090	ent-Kaurene
map01100	Metabolic pathways	C11863	Gibberellin A9
map01100	Metabolic pathways	C05441	Vitamin D2
map01100	Metabolic pathways	C01182	D-Ribulose 1,5-bisphosphate
map01100	Metabolic pathways	C01273	2-Hydroxy-6-oxo-6-phenylhexa-2,4-dienoate
map01100	Metabolic pathways	C02923	2,3-Dihydroxytoluene
map01100	Metabolic pathways	C06729	cis-1,2-Dihydroxy-4-methylcyclohexa-3,5-diene-1-carboxylate
map01100	Metabolic pathways	C06730	4-Methylcatechol
map01100	Metabolic pathways	C07100	2,4,5-Trichlorophenoxyacetic acid
map01100	Metabolic pathways	C07111	Ethylbenzene
map01100	Metabolic pathways	C11348	(S
map01100	Metabolic pathways	C08060	Carbazole
map01100	Metabolic pathways	C06551	Atrazine
map01100	Metabolic pathways	C05382	Sedoheptulose 7-phosphate
map01100	Metabolic pathways	C01182	D-Ribulose 1,5-bisphosphate
map01100	Metabolic pathways	C06755	Chloroacetic acid
map01100	Metabolic pathways	C07075	Lindane
map01100	Metabolic pathways	C00530	Hydroquinone
map01100	Metabolic pathways	C06752	1,2-Dichloroethane
map01100	Metabolic pathways	C07084	Styrene-cis-2,3-dihydrodiol
map01100	Metabolic pathways	C05556	delta-(L-2-Aminoadipyl
map01100	Metabolic pathways	C01732	Mesaconate
map01100	Metabolic pathways	C07085	3-Vinylcatechol
map01100	Metabolic pathways	C07087	2-Hydroxy-6-oxoocta-2,4,7-trienoate
map01100	Metabolic pathways	C07123	2-Hydroxy-6-oxo-octa-2,4-dienoate
map01100	Metabolic pathways	C06762	4-Hydroxy-2-oxohexanoic acid
map01100	Metabolic pathways	C06589	cis-2,3-Dihydro-2,3-dihydroxybiphenyl
map01100	Metabolic pathways	C02526	Biphenyl-2,3-diol
map01100	Metabolic pathways	C07214	2-Methylbenzaldehyde
map01100	Metabolic pathways	C07215	o-Toluate
map01100	Metabolic pathways	C06731	1,2-Dihydroxy-6-methylcyclohexa-3,5-dienecarboxylate
map01100	Metabolic pathways	C07211	m-Methylbenzoate
map01100	Metabolic pathways	C06720	1,6-Dihydroxy-5-methylcyclohexa-2,4-dienecarboxylate
map01100	Metabolic pathways	C01542	o-Cresol
map01100	Metabolic pathways	C06760	2-Hydroxy-5-methyl-cis,cis-muconic semialdehyde
map01100	Metabolic pathways	C07478	2-Hydroxy-5-methyl-cis,cis-muconate
map01100	Metabolic pathways	C07479	2-Oxo-5-methyl-cis-muconate
map01100	Metabolic pathways	C11354	2-Hydroxy-cis-hex-2,4-dienoate
map01100	Metabolic pathways	C06600	2,5-Dichlorohydroquinone
map01100	Metabolic pathways	C07101	2,4,5-Trichlorophenol
map01100	Metabolic pathways	C02124	4-Chlorophenol
map01100	Metabolic pathways	C02375	4-Chlorocatechol
map01100	Metabolic pathways	C07089	5-Chloro-2-hydroxymuconic semialdehyde
map01100	Metabolic pathways	C06728	3-Ethylcatechol
map01100	Metabolic pathways	C06727	cis-1,2-Dihydro-3-ethylcatechol
map01100	Metabolic pathways	C08061	2'-Aminobiphenyl-2,3-diol
map01100	Metabolic pathways	C06552	Hydroxyatrazine
map01100	Metabolic pathways	C06553	N-Isopropylammelide
map01100	Metabolic pathways	C01010	Urea-1-carboxylate
map01100	Metabolic pathways	C00354	D-Fructose 1,6-bisphosphate
map01100	Metabolic pathways	C05946	(4R
map01100	Metabolic pathways	C12836	2-Chloro-3-oxoadipate
map01100	Metabolic pathways	C12835	2,5-Dichloro-4-oxohex-2-enedioate
map01100	Metabolic pathways	C12834	2,5-Dichloro-carboxymethylenebut-2-en-4-olide
map01100	Metabolic pathways	C06597	1,3,4,6-Tetrachloro-1,4-cyclohexadiene
map01100	Metabolic pathways	C06599	2,5-Dichloro-2,5-cyclohexadiene-1,4-diol
map01100	Metabolic pathways	C06600	2,5-Dichlorohydroquinone
map01100	Metabolic pathways	C06754	Chloroacetaldehyde
map01100	Metabolic pathways	C06753	2-Chloroethanol
map01100	Metabolic pathways	C19887	LysW-gamma-L-alpha-aminoadipyl 6-phosphate
map01100	Metabolic pathways	C19888	LysW-gamma-L-alpha-aminoadipate 6-semialdehyde
map01100	Metabolic pathways	C01213	(R
map01100	Metabolic pathways	C00988	2-Phosphoglycolate
map01100	Metabolic pathways	C19889	LysW-gamma-L-lysine
map01100	Metabolic pathways	C00798	Formyl-CoA
map01100	Metabolic pathways	C00313	Oxalyl-CoA
map01100	Metabolic pathways	C00445	5,10-Methenyltetrahydrofolate
map01100	Metabolic pathways	C00692	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate
map01100	Metabolic pathways	C17542	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine
map01100	Metabolic pathways	C04317	1-Organyl-2-lyso-sn-glycero-3-phosphocholine
map01100	Metabolic pathways	C05212	1-Radyl-2-acyl-sn-glycero-3-phosphocholine
map01100	Metabolic pathways	C00958	Plasmenylcholine
map01100	Metabolic pathways	C02593	Tetradecanoyl-CoA
map01100	Metabolic pathways	C05274	Decanoyl-CoA
map01100	Metabolic pathways	C01832	Lauroyl-CoA
map01100	Metabolic pathways	C06789	Tetrachloroethene
map01100	Metabolic pathways	C06793	Vinyl chloride
map01100	Metabolic pathways	C06547	Ethylene
map01100	Metabolic pathways	C01050	UDP-N-acetylmuramate
map01100	Metabolic pathways	C01019	L-Fucose
map01100	Metabolic pathways	C00527	Glutaryl-CoA
map01100	Metabolic pathways	C01089	(R
map01100	Metabolic pathways	C05688	L-Selenocysteine
map01100	Metabolic pathways	C05681	Ceramide 2-aminoethylphosphonate
map01100	Metabolic pathways	C05259	3-Oxopalmitoyl-CoA
map01100	Metabolic pathways	C05261	3-Oxotetradecanoyl-CoA
map01100	Metabolic pathways	C05263	3-Oxododecanoyl-CoA
map01100	Metabolic pathways	C05265	3-Oxodecanoyl-CoA
map01100	Metabolic pathways	C00352	D-Glucosamine 6-phosphate
map01100	Metabolic pathways	C02614	(S
map01100	Metabolic pathways	C04501	N-Acetyl-alpha-D-glucosamine 1-phosphate
map01100	Metabolic pathways	C00894	Propenoyl-CoA
map01100	Metabolic pathways	C03344	2-Methylacetoacetyl-CoA
map01100	Metabolic pathways	C01170	UDP-N-acetyl-D-mannosamine
map01100	Metabolic pathways	C00532	L-Arabitol
map01100	Metabolic pathways	C04919	2,3,2'3'-Tetrakis(3-hydroxytetradecanoyl
map01100	Metabolic pathways	C06024	3-Deoxy-D-manno-octulosonyl-lipid IV(A
map01100	Metabolic pathways	C04121	CMP-3-deoxy-D-manno-octulosonate
map01100	Metabolic pathways	C01187	3-Deoxy-D-manno-octulosonate
map01100	Metabolic pathways	C04478	3-Deoxy-D-manno-octulosonate 8-phosphate
map01100	Metabolic pathways	C06251	Lauroyl-KDO2-lipid IV(A
map01100	Metabolic pathways	C01825	L-Galactose
map01100	Metabolic pathways	C01115	L-Galactono-1,4-lactone
map01100	Metabolic pathways	C00721	Dextrin
map01100	Metabolic pathways	C03892	Phosphatidylglycerophosphate
map01100	Metabolic pathways	C00681	1-Acyl-sn-glycerol 3-phosphate
map01100	Metabolic pathways	C03372	Acylglycerone phosphate
map01100	Metabolic pathways	C04780	8-[(1S,2S
map01100	Metabolic pathways	C16327	OPC8-CoA
map01100	Metabolic pathways	C16328	trans-2-Enoyl-OPC8-CoA
map01100	Metabolic pathways	C16330	3-Oxo-OPC8-CoA
map01100	Metabolic pathways	C16331	OPC6-CoA
map01100	Metabolic pathways	C16339	(+
map01100	Metabolic pathways	C03715	O-Alkylglycerone phosphate
map01100	Metabolic pathways	C00636	D-Mannose 1-phosphate
map01100	Metabolic pathways	C01222	GDP-4-dehydro-6-deoxy-D-mannose
map01100	Metabolic pathways	C02985	L-Fucose 1-phosphate
map01100	Metabolic pathways	C15926	beta-L-Galactose 1-phosphate
map01100	Metabolic pathways	C02280	GDP-L-galactose
map01100	Metabolic pathways	C21029	(R
map01100	Metabolic pathways	C00379	Xylitol
map01100	Metabolic pathways	C01040	L-Gulono-1,4-lactone
map01100	Metabolic pathways	C00618	3-Dehydro-L-gulonate
map01100	Metabolic pathways	C02330	UDP-L-iduronate
map01100	Metabolic pathways	C00817	D-Altronate
map01100	Metabolic pathways	C00310	D-Xylulose
map01100	Metabolic pathways	C02352	1,4-beta-D-Xylan
map01100	Metabolic pathways	C00514	D-Mannonate
map01100	Metabolic pathways	C05385	D-Glucuronate 1-phosphate
map01100	Metabolic pathways	C01102	O-Phospho-L-homoserine
map01100	Metabolic pathways	C06006	(S
map01100	Metabolic pathways	C06007	(R
map01100	Metabolic pathways	C02504	alpha-Isopropylmalate
map01100	Metabolic pathways	C04411	(2R,3S
map01100	Metabolic pathways	C15980	(S
map01100	Metabolic pathways	C02939	3-Methylbutanoyl-CoA
map01100	Metabolic pathways	C03231	3-Methylglutaconyl-CoA
map01100	Metabolic pathways	C01026	N,N-Dimethylglycine
map01100	Metabolic pathways	C03345	2-Methylbut-2-enoyl-CoA
map01100	Metabolic pathways	C02637	3-Dehydroshikimate
map01100	Metabolic pathways	C03824	2-Aminomuconate semialdehyde
map01100	Metabolic pathways	C04405	(2S,3S
map01100	Metabolic pathways	C06010	(S
map01100	Metabolic pathways	C05557	Isopenicillin N
map01100	Metabolic pathways	C00916	Cephalosporin C
map01100	Metabolic pathways	C00395	Penicillin
map01100	Metabolic pathways	C06181	Piperideine
map01100	Metabolic pathways	C06594	1,2,4-Trichlorobenzene
map01100	Metabolic pathways	C07083	Styrene
map01100	Metabolic pathways	C20782	(S
map01100	Metabolic pathways	C13624	Bisphenol A
map01100	Metabolic pathways	C13632	4,4'-Dihydroxy-alpha-methylstilbene
map01100	Metabolic pathways	C05552	Biocytin
map01100	Metabolic pathways	C01063	Pimeloyl-CoA
map01100	Metabolic pathways	C02656	Pimelate
map01100	Metabolic pathways	C06250	Holo-[carboxylase]
map01100	Metabolic pathways	C04188	S-Methyl-5-thio-D-ribose 1-phosphate
